id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kondisi_korban,jumlah_korban,satuan,tahun
573,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MENINGGAL DUNIA,0,JIWA,2016
574,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LUKA-LUKA,2,JIWA,2016
575,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MENGUNGSI,0,JIWA,2016
576,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MENDERITA,233,JIWA,2016
577,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HILANG,0,JIWA,2016
578,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MENINGGAL DUNIA,2,JIWA,2016
579,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LUKA-LUKA,3,JIWA,2016
580,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MENGUNGSI,47,JIWA,2016
581,32,JAWA BARAT,3209,KABUPATEN CIREBON,MENDERITA,0,JIWA,2016
582,32,JAWA BARAT,3209,KABUPATEN CIREBON,HILANG,0,JIWA,2016
583,32,JAWA BARAT,3209,KABUPATEN CIREBON,MENINGGAL DUNIA,0,JIWA,2016
584,32,JAWA BARAT,3209,KABUPATEN CIREBON,LUKA-LUKA,0,JIWA,2016
585,32,JAWA BARAT,3209,KABUPATEN CIREBON,MENGUNGSI,0,JIWA,2016
586,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MENDERITA,39,JIWA,2016
587,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HILANG,0,JIWA,2016
588,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MENINGGAL DUNIA,0,JIWA,2016
589,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LUKA-LUKA,1,JIWA,2016
590,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MENGUNGSI,16,JIWA,2016
591,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MENDERITA,3367,JIWA,2016
592,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HILANG,0,JIWA,2016
593,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MENINGGAL DUNIA,4,JIWA,2016
594,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LUKA-LUKA,15,JIWA,2016
595,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MENGUNGSI,639,JIWA,2016
596,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MENDERITA,6090,JIWA,2016
597,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HILANG,0,JIWA,2016
598,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MENINGGAL DUNIA,0,JIWA,2016
599,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LUKA-LUKA,0,JIWA,2016
600,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MENGUNGSI,1440,JIWA,2016
601,32,JAWA BARAT,3213,KABUPATEN SUBANG,MENDERITA,0,JIWA,2016
602,32,JAWA BARAT,3213,KABUPATEN SUBANG,HILANG,0,JIWA,2016
603,32,JAWA BARAT,3213,KABUPATEN SUBANG,MENINGGAL DUNIA,5,JIWA,2016
604,32,JAWA BARAT,3213,KABUPATEN SUBANG,LUKA-LUKA,8,JIWA,2016
605,32,JAWA BARAT,3213,KABUPATEN SUBANG,MENGUNGSI,388,JIWA,2016
606,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MENDERITA,24,JIWA,2016
607,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HILANG,0,JIWA,2016
608,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MENINGGAL DUNIA,0,JIWA,2016
609,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LUKA-LUKA,0,JIWA,2016
610,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MENGUNGSI,0,JIWA,2016
611,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MENDERITA,65832,JIWA,2016
612,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HILANG,0,JIWA,2016
613,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MENINGGAL DUNIA,2,JIWA,2016
614,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LUKA-LUKA,1,JIWA,2016
615,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MENGUNGSI,7243,JIWA,2016
616,32,JAWA BARAT,3216,KABUPATEN BEKASI,MENDERITA,376,JIWA,2016
617,32,JAWA BARAT,3216,KABUPATEN BEKASI,HILANG,0,JIWA,2016
618,32,JAWA BARAT,3216,KABUPATEN BEKASI,MENINGGAL DUNIA,0,JIWA,2016
619,32,JAWA BARAT,3216,KABUPATEN BEKASI,LUKA-LUKA,0,JIWA,2016
620,32,JAWA BARAT,3216,KABUPATEN BEKASI,MENGUNGSI,370,JIWA,2016
621,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MENDERITA,466,JIWA,2016
622,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HILANG,0,JIWA,2016
623,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MENINGGAL DUNIA,5,JIWA,2016
624,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LUKA-LUKA,7,JIWA,2016
625,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MENGUNGSI,441,JIWA,2016
626,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MENDERITA,1958,JIWA,2016
627,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HILANG,0,JIWA,2016
628,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MENINGGAL DUNIA,1,JIWA,2016
629,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LUKA-LUKA,3,JIWA,2016
630,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MENGUNGSI,183,JIWA,2016
631,32,JAWA BARAT,3271,KOTA BOGOR,MENDERITA,236,JIWA,2016
632,32,JAWA BARAT,3271,KOTA BOGOR,HILANG,0,JIWA,2016
633,32,JAWA BARAT,3271,KOTA BOGOR,MENINGGAL DUNIA,2,JIWA,2016
634,32,JAWA BARAT,3271,KOTA BOGOR,LUKA-LUKA,12,JIWA,2016
635,32,JAWA BARAT,3271,KOTA BOGOR,MENGUNGSI,163,JIWA,2016
636,32,JAWA BARAT,3272,KOTA SUKABUMI,MENDERITA,40,JIWA,2016
637,32,JAWA BARAT,3272,KOTA SUKABUMI,HILANG,0,JIWA,2016
638,32,JAWA BARAT,3272,KOTA SUKABUMI,MENINGGAL DUNIA,0,JIWA,2016
639,32,JAWA BARAT,3272,KOTA SUKABUMI,LUKA-LUKA,0,JIWA,2016
640,32,JAWA BARAT,3272,KOTA SUKABUMI,MENGUNGSI,0,JIWA,2016
641,32,JAWA BARAT,3273,KOTA BANDUNG,MENDERITA,4,JIWA,2016
642,32,JAWA BARAT,3273,KOTA BANDUNG,HILANG,0,JIWA,2016
643,32,JAWA BARAT,3273,KOTA BANDUNG,MENINGGAL DUNIA,3,JIWA,2016
644,32,JAWA BARAT,3273,KOTA BANDUNG,LUKA-LUKA,7,JIWA,2016
645,32,JAWA BARAT,3273,KOTA BANDUNG,MENGUNGSI,0,JIWA,2016
646,32,JAWA BARAT,3274,KOTA CIREBON,MENDERITA,1,JIWA,2016
647,32,JAWA BARAT,3274,KOTA CIREBON,HILANG,0,JIWA,2016
648,32,JAWA BARAT,3274,KOTA CIREBON,MENINGGAL DUNIA,1,JIWA,2016
649,32,JAWA BARAT,3274,KOTA CIREBON,LUKA-LUKA,2,JIWA,2016
650,32,JAWA BARAT,3274,KOTA CIREBON,MENGUNGSI,0,JIWA,2016
651,32,JAWA BARAT,3275,KOTA BEKASI,MENDERITA,4524,JIWA,2016
652,32,JAWA BARAT,3275,KOTA BEKASI,HILANG,0,JIWA,2016
653,32,JAWA BARAT,3275,KOTA BEKASI,MENINGGAL DUNIA,1,JIWA,2016
654,32,JAWA BARAT,3275,KOTA BEKASI,LUKA-LUKA,0,JIWA,2016
655,32,JAWA BARAT,3275,KOTA BEKASI,MENGUNGSI,0,JIWA,2016
656,32,JAWA BARAT,3276,KOTA DEPOK,MENDERITA,0,JIWA,2016
657,32,JAWA BARAT,3276,KOTA DEPOK,HILANG,0,JIWA,2016
658,32,JAWA BARAT,3276,KOTA DEPOK,MENINGGAL DUNIA,0,JIWA,2016
659,32,JAWA BARAT,3276,KOTA DEPOK,LUKA-LUKA,0,JIWA,2016
660,32,JAWA BARAT,3276,KOTA DEPOK,MENGUNGSI,3,JIWA,2016
661,32,JAWA BARAT,3277,KOTA CIMAHI,MENDERITA,4982,JIWA,2016
662,32,JAWA BARAT,3277,KOTA CIMAHI,HILANG,0,JIWA,2016
663,32,JAWA BARAT,3277,KOTA CIMAHI,MENINGGAL DUNIA,0,JIWA,2016
664,32,JAWA BARAT,3277,KOTA CIMAHI,LUKA-LUKA,3,JIWA,2016
665,32,JAWA BARAT,3277,KOTA CIMAHI,MENGUNGSI,151,JIWA,2016
666,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MENDERITA,317,JIWA,2016
667,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HILANG,0,JIWA,2016
668,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MENINGGAL DUNIA,0,JIWA,2016
669,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LUKA-LUKA,2,JIWA,2016
670,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MENGUNGSI,27,JIWA,2016
671,32,JAWA BARAT,3279,KOTA BANJAR,MENDERITA,15,JIWA,2016
672,32,JAWA BARAT,3279,KOTA BANJAR,HILANG,0,JIWA,2016
673,32,JAWA BARAT,3279,KOTA BANJAR,MENINGGAL DUNIA,0,JIWA,2016
674,32,JAWA BARAT,3279,KOTA BANJAR,LUKA-LUKA,0,JIWA,2016
675,32,JAWA BARAT,3279,KOTA BANJAR,MENGUNGSI,15,JIWA,2016
676,32,JAWA BARAT,3201,KABUPATEN BOGOR,MENDERITA,1257,JIWA,2017
677,32,JAWA BARAT,3201,KABUPATEN BOGOR,HILANG,0,JIWA,2017
678,32,JAWA BARAT,3201,KABUPATEN BOGOR,MENINGGAL DUNIA,0,JIWA,2017
679,32,JAWA BARAT,3201,KABUPATEN BOGOR,LUKA-LUKA,20,JIWA,2017
680,32,JAWA BARAT,3201,KABUPATEN BOGOR,MENGUNGSI,638,JIWA,2017
681,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MENDERITA,1036,JIWA,2017
682,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,HILANG,0,JIWA,2017
683,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MENINGGAL DUNIA,1,JIWA,2017
684,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LUKA-LUKA,6,JIWA,2017
685,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MENGUNGSI,102,JIWA,2017
686,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MENDERITA,2717,JIWA,2017
687,32,JAWA BARAT,3203,KABUPATEN CIANJUR,HILANG,1,JIWA,2017
688,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MENINGGAL DUNIA,5,JIWA,2017
689,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LUKA-LUKA,3,JIWA,2017
690,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MENGUNGSI,1321,JIWA,2017
691,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MENDERITA,12997,JIWA,2017
692,32,JAWA BARAT,3204,KABUPATEN BANDUNG,HILANG,1,JIWA,2017
693,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MENINGGAL DUNIA,2,JIWA,2017
694,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LUKA-LUKA,5,JIWA,2017
695,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MENGUNGSI,2644,JIWA,2017
696,32,JAWA BARAT,3205,KABUPATEN GARUT,MENDERITA,53,JIWA,2017
697,32,JAWA BARAT,3205,KABUPATEN GARUT,HILANG,0,JIWA,2017
698,32,JAWA BARAT,3205,KABUPATEN GARUT,MENINGGAL DUNIA,6,JIWA,2017
699,32,JAWA BARAT,3205,KABUPATEN GARUT,LUKA-LUKA,4,JIWA,2017
700,32,JAWA BARAT,3205,KABUPATEN GARUT,MENGUNGSI,21,JIWA,2017
701,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MENDERITA,408,JIWA,2017
702,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,HILANG,0,JIWA,2017
703,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MENINGGAL DUNIA,2,JIWA,2017
704,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LUKA-LUKA,5,JIWA,2017
705,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MENGUNGSI,68,JIWA,2017
706,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MENDERITA,184,JIWA,2017
707,32,JAWA BARAT,3207,KABUPATEN CIAMIS,HILANG,0,JIWA,2017
708,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MENINGGAL DUNIA,3,JIWA,2017
709,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LUKA-LUKA,9,JIWA,2017
710,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MENGUNGSI,47,JIWA,2017
711,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MENDERITA,6502,JIWA,2017
712,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HILANG,0,JIWA,2017
713,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MENINGGAL DUNIA,2,JIWA,2017
714,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LUKA-LUKA,0,JIWA,2017
715,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MENGUNGSI,20,JIWA,2017
716,32,JAWA BARAT,3209,KABUPATEN CIREBON,MENDERITA,14980,JIWA,2017
717,32,JAWA BARAT,3209,KABUPATEN CIREBON,HILANG,0,JIWA,2017
718,32,JAWA BARAT,3209,KABUPATEN CIREBON,MENINGGAL DUNIA,1,JIWA,2017
719,32,JAWA BARAT,3209,KABUPATEN CIREBON,LUKA-LUKA,8,JIWA,2017
720,32,JAWA BARAT,3209,KABUPATEN CIREBON,MENGUNGSI,2811,JIWA,2017
721,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MENDERITA,60,JIWA,2017
722,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HILANG,0,JIWA,2017
723,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MENINGGAL DUNIA,0,JIWA,2017
724,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LUKA-LUKA,1,JIWA,2017
725,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MENGUNGSI,7,JIWA,2017
726,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MENDERITA,226,JIWA,2017
727,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HILANG,0,JIWA,2017
728,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MENINGGAL DUNIA,0,JIWA,2017
729,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LUKA-LUKA,1,JIWA,2017
730,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MENGUNGSI,73,JIWA,2017
731,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MENDERITA,58,JIWA,2017
732,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HILANG,0,JIWA,2017
733,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MENINGGAL DUNIA,0,JIWA,2017
734,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LUKA-LUKA,3,JIWA,2017
735,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MENGUNGSI,72,JIWA,2017
736,32,JAWA BARAT,3213,KABUPATEN SUBANG,MENDERITA,62,JIWA,2017
737,32,JAWA BARAT,3213,KABUPATEN SUBANG,HILANG,0,JIWA,2017
738,32,JAWA BARAT,3213,KABUPATEN SUBANG,MENINGGAL DUNIA,1,JIWA,2017
739,32,JAWA BARAT,3213,KABUPATEN SUBANG,LUKA-LUKA,2,JIWA,2017
740,32,JAWA BARAT,3213,KABUPATEN SUBANG,MENGUNGSI,0,JIWA,2017
741,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MENDERITA,28,JIWA,2017
742,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HILANG,0,JIWA,2017
743,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MENINGGAL DUNIA,0,JIWA,2017
744,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LUKA-LUKA,0,JIWA,2017
745,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MENGUNGSI,0,JIWA,2017
746,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MENDERITA,1327,JIWA,2017
747,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HILANG,0,JIWA,2017
748,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MENINGGAL DUNIA,0,JIWA,2017
749,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LUKA-LUKA,0,JIWA,2017
750,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MENGUNGSI,760,JIWA,2017
751,32,JAWA BARAT,3216,KABUPATEN BEKASI,MENDERITA,42,JIWA,2017
752,32,JAWA BARAT,3216,KABUPATEN BEKASI,HILANG,0,JIWA,2017
753,32,JAWA BARAT,3216,KABUPATEN BEKASI,MENINGGAL DUNIA,0,JIWA,2017
754,32,JAWA BARAT,3216,KABUPATEN BEKASI,LUKA-LUKA,0,JIWA,2017
755,32,JAWA BARAT,3216,KABUPATEN BEKASI,MENGUNGSI,35,JIWA,2017
756,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MENDERITA,1000,JIWA,2017
757,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HILANG,0,JIWA,2017
758,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MENINGGAL DUNIA,0,JIWA,2017
759,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LUKA-LUKA,7,JIWA,2017
760,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MENGUNGSI,164,JIWA,2017
761,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MENDERITA,3120,JIWA,2017
762,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HILANG,0,JIWA,2017
763,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MENINGGAL DUNIA,4,JIWA,2017
764,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LUKA-LUKA,3,JIWA,2017
765,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MENGUNGSI,7,JIWA,2017
766,32,JAWA BARAT,3271,KOTA BOGOR,MENDERITA,1243,JIWA,2017
767,32,JAWA BARAT,3271,KOTA BOGOR,HILANG,0,JIWA,2017
768,32,JAWA BARAT,3271,KOTA BOGOR,MENINGGAL DUNIA,3,JIWA,2017
769,32,JAWA BARAT,3271,KOTA BOGOR,LUKA-LUKA,18,JIWA,2017
770,32,JAWA BARAT,3271,KOTA BOGOR,MENGUNGSI,436,JIWA,2017
771,32,JAWA BARAT,3272,KOTA SUKABUMI,MENDERITA,0,JIWA,2017
772,32,JAWA BARAT,3272,KOTA SUKABUMI,HILANG,0,JIWA,2017
773,32,JAWA BARAT,3272,KOTA SUKABUMI,MENINGGAL DUNIA,0,JIWA,2017
774,32,JAWA BARAT,3272,KOTA SUKABUMI,LUKA-LUKA,0,JIWA,2017
775,32,JAWA BARAT,3272,KOTA SUKABUMI,MENGUNGSI,0,JIWA,2017
776,32,JAWA BARAT,3273,KOTA BANDUNG,MENDERITA,1717,JIWA,2017
777,32,JAWA BARAT,3273,KOTA BANDUNG,HILANG,0,JIWA,2017
778,32,JAWA BARAT,3273,KOTA BANDUNG,MENINGGAL DUNIA,2,JIWA,2017
779,32,JAWA BARAT,3273,KOTA BANDUNG,LUKA-LUKA,10,JIWA,2017
780,32,JAWA BARAT,3273,KOTA BANDUNG,MENGUNGSI,0,JIWA,2017
781,32,JAWA BARAT,3274,KOTA CIREBON,MENDERITA,7,JIWA,2017
782,32,JAWA BARAT,3274,KOTA CIREBON,HILANG,0,JIWA,2017
783,32,JAWA BARAT,3274,KOTA CIREBON,MENINGGAL DUNIA,0,JIWA,2017
784,32,JAWA BARAT,3274,KOTA CIREBON,LUKA-LUKA,4,JIWA,2017
785,32,JAWA BARAT,3274,KOTA CIREBON,MENGUNGSI,0,JIWA,2017
786,32,JAWA BARAT,3275,KOTA BEKASI,MENDERITA,223,JIWA,2017
787,32,JAWA BARAT,3275,KOTA BEKASI,HILANG,0,JIWA,2017
788,32,JAWA BARAT,3275,KOTA BEKASI,MENINGGAL DUNIA,0,JIWA,2017
789,32,JAWA BARAT,3275,KOTA BEKASI,LUKA-LUKA,0,JIWA,2017
790,32,JAWA BARAT,3275,KOTA BEKASI,MENGUNGSI,14,JIWA,2017
791,32,JAWA BARAT,3276,KOTA DEPOK,MENDERITA,0,JIWA,2017
792,32,JAWA BARAT,3276,KOTA DEPOK,HILANG,0,JIWA,2017
793,32,JAWA BARAT,3276,KOTA DEPOK,MENINGGAL DUNIA,0,JIWA,2017
794,32,JAWA BARAT,3276,KOTA DEPOK,LUKA-LUKA,0,JIWA,2017
795,32,JAWA BARAT,3276,KOTA DEPOK,MENGUNGSI,0,JIWA,2017
796,32,JAWA BARAT,3277,KOTA CIMAHI,MENDERITA,336,JIWA,2017
797,32,JAWA BARAT,3277,KOTA CIMAHI,HILANG,0,JIWA,2017
798,32,JAWA BARAT,3277,KOTA CIMAHI,MENINGGAL DUNIA,0,JIWA,2017
799,32,JAWA BARAT,3277,KOTA CIMAHI,LUKA-LUKA,3,JIWA,2017
800,32,JAWA BARAT,3277,KOTA CIMAHI,MENGUNGSI,5,JIWA,2017
801,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MENDERITA,348,JIWA,2017
802,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HILANG,0,JIWA,2017
803,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MENINGGAL DUNIA,0,JIWA,2017
804,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LUKA-LUKA,0,JIWA,2017
805,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MENGUNGSI,84,JIWA,2017
806,32,JAWA BARAT,3279,KOTA BANJAR,MENDERITA,60,JIWA,2017
807,32,JAWA BARAT,3279,KOTA BANJAR,HILANG,0,JIWA,2017
808,32,JAWA BARAT,3279,KOTA BANJAR,MENINGGAL DUNIA,0,JIWA,2017
809,32,JAWA BARAT,3279,KOTA BANJAR,LUKA-LUKA,0,JIWA,2017
810,32,JAWA BARAT,3279,KOTA BANJAR,MENGUNGSI,0,JIWA,2017
811,32,JAWA BARAT,3201,KABUPATEN BOGOR,MENDERITA,1009,JIWA,2018
812,32,JAWA BARAT,3201,KABUPATEN BOGOR,HILANG,0,JIWA,2018
813,32,JAWA BARAT,3201,KABUPATEN BOGOR,MENINGGAL DUNIA,0,JIWA,2018
814,32,JAWA BARAT,3201,KABUPATEN BOGOR,LUKA-LUKA,9,JIWA,2018
815,32,JAWA BARAT,3201,KABUPATEN BOGOR,MENGUNGSI,10,JIWA,2018
816,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MENDERITA,16939,JIWA,2018
817,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,HILANG,21,JIWA,2018
818,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MENINGGAL DUNIA,14,JIWA,2018
819,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LUKA-LUKA,8,JIWA,2018
820,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MENGUNGSI,220,JIWA,2018
821,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MENDERITA,736,JIWA,2018
822,32,JAWA BARAT,3203,KABUPATEN CIANJUR,HILANG,0,JIWA,2018
823,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MENINGGAL DUNIA,0,JIWA,2018
824,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LUKA-LUKA,5,JIWA,2018
825,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MENGUNGSI,0,JIWA,2018
826,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MENDERITA,329,JIWA,2018
827,32,JAWA BARAT,3204,KABUPATEN BANDUNG,HILANG,0,JIWA,2018
828,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MENINGGAL DUNIA,1,JIWA,2018
829,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LUKA-LUKA,1,JIWA,2018
830,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MENGUNGSI,2255,JIWA,2018
831,32,JAWA BARAT,3205,KABUPATEN GARUT,MENDERITA,0,JIWA,2018
832,32,JAWA BARAT,3205,KABUPATEN GARUT,HILANG,0,JIWA,2018
833,32,JAWA BARAT,3205,KABUPATEN GARUT,MENINGGAL DUNIA,0,JIWA,2018
834,32,JAWA BARAT,3205,KABUPATEN GARUT,LUKA-LUKA,0,JIWA,2018
835,32,JAWA BARAT,3205,KABUPATEN GARUT,MENGUNGSI,10,JIWA,2018
836,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MENDERITA,38,JIWA,2018
837,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,HILANG,0,JIWA,2018
838,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MENINGGAL DUNIA,7,JIWA,2018
839,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LUKA-LUKA,0,JIWA,2018
840,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MENGUNGSI,1846,JIWA,2018
841,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MENDERITA,106,JIWA,2018
842,32,JAWA BARAT,3207,KABUPATEN CIAMIS,HILANG,0,JIWA,2018
843,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MENINGGAL DUNIA,0,JIWA,2018
844,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LUKA-LUKA,1,JIWA,2018
845,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MENGUNGSI,6,JIWA,2018
846,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MENDERITA,5806,JIWA,2018
847,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HILANG,0,JIWA,2018
848,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MENINGGAL DUNIA,0,JIWA,2018
849,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LUKA-LUKA,0,JIWA,2018
850,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MENGUNGSI,0,JIWA,2018
851,32,JAWA BARAT,3209,KABUPATEN CIREBON,MENDERITA,43622,JIWA,2018
852,32,JAWA BARAT,3209,KABUPATEN CIREBON,HILANG,0,JIWA,2018
853,32,JAWA BARAT,3209,KABUPATEN CIREBON,MENINGGAL DUNIA,3,JIWA,2018
854,32,JAWA BARAT,3209,KABUPATEN CIREBON,LUKA-LUKA,20,JIWA,2018
855,32,JAWA BARAT,3209,KABUPATEN CIREBON,MENGUNGSI,8,JIWA,2018
856,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MENDERITA,1217,JIWA,2018
857,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HILANG,0,JIWA,2018
858,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MENINGGAL DUNIA,1,JIWA,2018
859,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LUKA-LUKA,0,JIWA,2018
